frame,x,y,heading_deg,matches,vo_status
556,-0.186,0.109,-2461.24,306,ok
557,-0.221,0.073,-2461.19,457,ok
558,-0.238,0.026,-2461.21,445,ok
559,-0.225,0.074,-2461.21,618,ok
560,-0.265,0.044,-2461.21,516,ok
561,-0.271,-0.006,-2461.21,510,ok
562,-0.229,-0.031,-2461.21,481,ok
563,-0.264,-0.067,-2461.21,511,ok
564,-0.22,-0.043,-2461.21,472,ok
565,-0.213,0.007,-2461.22,485,ok
566,-0.17,-0.019,-2281.22,495,ok
567,-0.159,-0.068,-2397.78,578,ok
568,-0.2,-0.04,-2397.78,485,ok
569,-0.169,-0.001,-2397.78,512,ok
570,-0.217,-0.017,-2397.78,474,ok
571,-0.181,-0.052,-2397.78,294,ok
572,-0.157,-0.097,-2397.78,400,ok
573,-0.151,-0.146,-2397.78,391,ok
574,-0.114,-0.18,-2397.78,474,ok
575,-0.099,-0.228,-2397.78,382,ok
576,-0.097,-0.278,-2397.78,448,ok
577,-0.135,-0.31,-2397.78,448,ok
578,-0.104,-0.271,-2397.78,447,ok
579,-0.122,-0.318,-2397.78,452,ok
580,-0.135,-0.27,-2397.84,350,ok
581,-0.157,-0.224,-2397.84,391,ok
582,-0.143,-0.176,-2398.2,286,ok
583,-0.164,-0.131,-2398.2,241,ok
584,-0.125,-0.163,-2436.61,147,ok
585,-0.117,-0.114,-2436.55,62,ok
586,-0.102,-0.066,-2436.55,62,ok
587,-0.133,-0.027,-2553.12,69,ok
588,-0.163,-0.066,-2553.23,35,ok
589,-0.163,-0.066,-2553.23,13,low_texture_hold_pose
590,-0.163,-0.066,-2553.23,8,low_texture_hold_pose
591,-0.136,-0.025,-2553.23,41,ok
592,-0.178,0.002,-2553.2,27,ok
593,-0.131,-0.015,-2553.01,20,ok
594,-0.095,-0.05,-2553.01,23,ok
595,-0.095,-0.05,-2553.01,10,low_texture_hold_pose
596,-0.095,-0.05,-2553.01,8,low_texture_hold_pose
597,-0.055,-0.08,-2552.29,49,ok
598,-0.011,-0.104,-2552.29,46,ok
599,0.02,-0.143,-2552.4,51,ok
600,-0.029,-0.154,-2552.4,90,ok
601,-0.056,-0.112,-2552.4,65,ok
602,-0.009,-0.13,-2552.49,67,ok
603,-0.035,-0.173,-2555.3,60,ok
604,0.01,-0.194,-2601.99,92,ok
605,0.002,-0.243,-2601.99,68,ok
606,-0.009,-0.292,-2601.87,53,ok
607,-0.007,-0.342,-2601.72,60,ok
608,0.003,-0.292,-2601.72,78,ok
609,0.012,-0.243,-2601.72,64,ok
610,0.003,-0.194,-2601.69,55,ok
611,-0.002,-0.144,-2601.7,65,ok
612,-0.011,-0.193,-2601.5,53,ok
613,-0.009,-0.243,-2601.47,65,ok
614,0.001,-0.292,-2601.45,82,ok
615,0.009,-0.243,-2601.32,47,ok
616,0.01,-0.193,-2601.22,65,ok
617,-0.005,-0.241,-2601.04,129,ok
618,-0.046,-0.211,-2717.6,242,ok
619,-0.002,-0.235,-2717.51,208,ok
620,0.041,-0.261,-2717.42,389,ok
621,0.085,-0.238,-2717.42,479,ok
622,0.041,-0.261,-2833.98,476,ok
623,0.04,-0.211,-2833.98,492,ok
624,-0.009,-0.203,-2833.98,484,ok
625,0.02,-0.243,-2835.59,457,ok
626,0.022,-0.193,-2835.59,374,ok
627,-0.014,-0.229,-2835.59,452,ok
628,0.017,-0.268,-2835.59,124,ok
629,-0.004,-0.314,-2835.31,142,ok
630,0.046,-0.319,-2834.77,53,ok
631,0.085,-0.35,-2836.33,47,ok
632,0.085,-0.35,-2836.33,8,low_texture_hold_pose
633,0.103,-0.397,-2836.33,278,ok
634,0.131,-0.439,-2836.33,240,ok
635,0.169,-0.406,-2836.33,297,ok
636,0.213,-0.383,-2836.33,214,ok
637,0.258,-0.362,-2836.33,472,ok
638,0.215,-0.387,-2836.32,414,ok
639,0.256,-0.416,-2836.32,549,ok
640,0.243,-0.464,-2836.32,400,ok
641,0.284,-0.436,-2836.32,317,ok
642,0.324,-0.406,-2836.35,333,ok
643,0.368,-0.383,-2836.4,297,ok
644,0.331,-0.416,-2836.46,288,ok
645,0.291,-0.446,-2836.46,280,ok
646,0.332,-0.418,-2836.46,192,ok
647,0.374,-0.391,-2836.46,141,ok
648,0.331,-0.415,-2806.73,15,ok
649,0.331,-0.415,-2806.73,10,low_texture_hold_pose
650,0.331,-0.415,-2806.73,3,low_texture_hold_pose
651,0.316,-0.463,-2805.5,23,ok
652,0.292,-0.507,-2803.76,15,ok
653,0.261,-0.546,-2802.92,20,ok
654,0.284,-0.502,-2800.68,16,ok
655,0.304,-0.456,-2799.84,39,ok
656,0.323,-0.41,-2798.86,28,ok
657,0.273,-0.405,-2797.35,31,ok
658,0.281,-0.355,-2796.06,19,ok
659,0.233,-0.34,-2779.9,25,ok
660,0.24,-0.291,-2779.72,65,ok
661,0.238,-0.241,-2779.4,56,ok
662,0.232,-0.191,-2778.57,64,ok
663,0.202,-0.232,-2779.89,37,ok
664,0.194,-0.281,-2780.91,46,ok
665,0.235,-0.252,-2855.86,35,ok
666,0.185,-0.256,-2855.54,39,ok
667,0.14,-0.277,-2855.67,76,ok
668,0.154,-0.325,-2865.29,44,ok
669,0.106,-0.339,-2868.83,18,ok
670,0.152,-0.319,-2869.04,29,ok
671,0.152,-0.319,-2869.04,7,low_texture_hold_pose
672,0.201,-0.31,-2869.44,25,ok
673,0.185,-0.263,-2864.66,24,ok
674,0.135,-0.267,-2864.75,62,ok
675,0.086,-0.277,-2864.85,82,ok
676,0.036,-0.275,-2864.82,155,ok
677,-0.013,-0.279,-2864.73,102,ok
678,-0.063,-0.284,-2864.54,268,ok
679,-0.069,-0.334,-2867.43,328,ok
680,-0.119,-0.341,-2867.43,375,ok
681,-0.069,-0.344,-2867.43,296,ok
682,-0.069,-0.344,-2867.43,0,low_texture_hold_pose
683,-0.069,-0.344,-2867.43,0,insufficient_features
684,-0.069,-0.344,-2867.43,0,insufficient_features
685,-0.069,-0.344,-2867.43,0,init
686,-0.069,-0.344,-2867.43,0,init
687,-0.069,-0.344,-2867.43,0,init
688,-0.069,-0.344,-2867.43,0,low_texture_hold_pose
689,-0.069,-0.344,-2867.43,0,low_texture_hold_pose
690,-0.069,-0.344,-2867.43,0,low_texture_hold_pose
691,-0.096,-0.386,-2867.43,50,ok
692,-0.096,-0.386,-2867.43,3,low_texture_hold_pose
693,-0.096,-0.386,-2867.43,0,low_texture_hold_pose
694,-0.096,-0.386,-2867.43,0,low_texture_hold_pose
695,-0.096,-0.386,-2867.43,3,low_texture_hold_pose
696,-0.069,-0.344,-2984.0,42,ok
697,-0.069,-0.344,-2984.0,6,low_texture_hold_pose
698,-0.063,-0.294,-2986.04,21,ok
699,-0.062,-0.344,-2986.08,65,ok
700,-0.052,-0.295,-2986.13,210,ok
701,-0.063,-0.344,-2986.15,46,ok
702,-0.039,-0.388,-3102.71,619,ok
703,-0.081,-0.361,-3102.68,32,ok
704,-0.068,-0.409,-3102.7,22,ok
705,-0.115,-0.39,-3102.69,76,ok
706,-0.082,-0.428,-3102.54,197,ok
707,-0.118,-0.393,-3102.54,253,ok
708,-0.074,-0.417,-3102.54,246,ok
709,-0.123,-0.408,-3102.54,244,ok
710,-0.087,-0.443,-3102.37,213,ok
711,-0.12,-0.48,-3102.37,129,ok
712,-0.091,-0.52,-3102.16,127,ok
713,-0.045,-0.54,-3102.24,111,ok
714,-0.071,-0.583,-3084.95,98,ok
715,-0.118,-0.6,-3084.95,461,ok
716,-0.148,-0.56,-3084.64,95,ok
717,-0.127,-0.515,-3084.64,47,ok
718,-0.137,-0.466,-3086.86,90,ok
719,-0.126,-0.417,-3087.67,148,ok
720,-0.081,-0.439,-3087.86,75,ok
721,-0.126,-0.417,-3089.42,16,ok
722,-0.11,-0.37,-3106.87,36,ok
723,-0.15,-0.4,-3090.95,43,ok
724,-0.103,-0.417,-3091.4,32,ok
725,-0.119,-0.464,-3088.46,79,ok
726,-0.151,-0.426,-3088.84,34,ok
727,-0.197,-0.405,-3090.26,183,ok
728,-0.24,-0.381,-3089.98,116,ok
729,-0.274,-0.345,-3089.96,195,ok
730,-0.31,-0.309,-3090.21,182,ok
731,-0.344,-0.273,-3090.32,165,ok
732,-0.376,-0.235,-3090.49,208,ok
733,-0.357,-0.281,-3090.81,171,ok
734,-0.381,-0.325,-3088.1,133,ok
735,-0.395,-0.373,-3088.09,194,ok
736,-0.412,-0.42,-3085.98,187,ok
737,-0.382,-0.38,-3087.17,180,ok
738,-0.419,-0.346,-3087.53,285,ok
739,-0.428,-0.297,-3089.85,270,ok
740,-0.44,-0.248,-3091.41,226,ok
741,-0.478,-0.216,-3091.19,275,ok
742,-0.436,-0.19,-3091.36,107,ok
743,-0.433,-0.14,-3091.24,57,ok
744,-0.477,-0.117,-3091.05,107,ok
745,-0.52,-0.091,-3091.14,127,ok
746,-0.54,-0.137,-3090.37,88,ok
747,-0.586,-0.117,-3092.11,62,ok
748,-0.586,-0.067,-3093.22,75,ok
749,-0.604,-0.114,-3093.3,90,ok
750,-0.558,-0.136,-3093.1,52,ok
751,-0.607,-0.122,-3093.08,38,ok
752,-0.562,-0.145,-3093.06,43,ok
753,-0.515,-0.161,-3122.92,35,ok
754,-0.465,-0.167,-3297.42,36,ok
755,-0.465,-0.167,-3297.42,11,low_texture_hold_pose
756,-0.465,-0.167,-3297.42,5,low_texture_hold_pose
757,-0.465,-0.167,-3297.42,0,low_texture_hold_pose
758,-0.465,-0.167,-3297.42,2,low_texture_hold_pose
759,-0.465,-0.167,-3297.42,8,low_texture_hold_pose
760,-0.465,-0.167,-3297.42,1,low_texture_hold_pose
761,-0.465,-0.167,-3297.42,0,insufficient_features
762,-0.465,-0.167,-3297.42,0,insufficient_features
763,-0.465,-0.167,-3297.42,1,low_texture_hold_pose
764,-0.465,-0.167,-3297.42,7,low_texture_hold_pose
765,-0.465,-0.167,-3297.42,5,low_texture_hold_pose
766,-0.498,-0.129,-3297.4,19,ok
767,-0.448,-0.138,-3297.1,28,ok
768,-0.48,-0.099,-3297.11,41,ok
769,-0.433,-0.081,-3297.11,69,ok
770,-0.464,-0.041,-3297.15,57,ok
771,-0.48,0.006,-3297.15,151,ok
772,-0.457,-0.038,-3297.15,128,ok
773,-0.507,-0.031,-3297.15,231,ok
774,-0.459,-0.016,-3448.39,337,ok
775,-0.413,-0.034,-3448.45,286,ok
776,-0.367,-0.053,-3448.46,401,ok
777,-0.359,-0.103,-3448.46,536,ok
778,-0.408,-0.099,-3448.46,562,ok
779,-0.456,-0.085,-3448.46,558,ok
780,-0.503,-0.067,-3448.46,548,ok
781,-0.455,-0.08,-3448.46,508,ok
782,-0.406,-0.092,-3448.46,575,ok
783,-0.447,-0.063,-3448.46,615,ok
784,-0.47,-0.106,-3448.46,579,ok
785,-0.457,-0.155,-3325.92,612,ok
786,-0.474,-0.108,-3325.92,628,ok
787,-0.498,-0.152,-3325.92,559,ok
788,-0.448,-0.143,-3326.14,564,ok
789,-0.474,-0.1,-3326.14,655,ok
790,-0.446,-0.141,-3386.97,603,ok
791,-0.41,-0.106,-3386.97,554,ok
792,-0.427,-0.059,-3538.9,577,ok
793,-0.377,-0.054,-3426.54,667,ok
794,-0.427,-0.051,-3426.54,579,ok
795,-0.476,-0.046,-3426.54,535,ok
796,-0.458,-0.092,-3295.33,649,ok
797,-0.424,-0.129,-3295.24,405,ok
798,-0.434,-0.08,-3295.24,437,ok
799,-0.395,-0.112,-3295.18,281,ok
800,-0.365,-0.152,-3295.18,193,ok
801,-0.324,-0.123,-3295.18,196,ok
802,-0.306,-0.17,-3295.19,136,ok
803,-0.269,-0.203,-3295.19,119,ok
804,-0.317,-0.219,-3295.19,94,ok
805,-0.349,-0.18,-3295.18,65,ok
806,-0.332,-0.227,-3295.18,56,ok
807,-0.298,-0.264,-3318.95,56,ok
808,-0.28,-0.31,-3318.95,44,ok
809,-0.305,-0.267,-3318.95,32,ok
810,-0.29,-0.315,-3318.88,31,ok
811,-0.254,-0.349,-3318.77,23,ok
812,-0.213,-0.377,-3435.34,23,ok
813,-0.163,-0.381,-3435.34,18,ok
814,-0.127,-0.416,-3267.92,19,ok
815,-0.102,-0.372,-3267.94,17,ok
816,-0.08,-0.417,-3267.94,19,ok
817,-0.08,-0.417,-3267.94,13,low_texture_hold_pose
818,-0.08,-0.417,-3267.94,11,low_texture_hold_pose
819,-0.08,-0.417,-3267.94,11,low_texture_hold_pose
820,-0.08,-0.417,-3267.94,9,low_texture_hold_pose
821,-0.08,-0.417,-3267.94,13,low_texture_hold_pose
822,-0.033,-0.434,-3267.91,16,ok
823,0.016,-0.424,-3442.39,22,ok
824,-0.032,-0.409,-3442.5,16,ok
825,-0.055,-0.365,-3362.92,27,ok
826,-0.032,-0.321,-3362.92,38,ok
827,0.012,-0.344,-3358.48,33,ok
828,0.018,-0.295,-3358.69,53,ok
829,0.023,-0.245,-3358.9,120,ok
830,0.01,-0.293,-3358.9,231,ok
831,-0.03,-0.265,-3359.65,264,ok
832,-0.079,-0.252,-3359.45,392,ok
833,-0.07,-0.203,-3359.54,399,ok
834,-0.059,-0.154,-3359.54,336,ok
835,-0.086,-0.113,-3359.54,314,ok
836,-0.061,-0.07,-3359.54,252,ok
837,-0.104,-0.045,-3359.54,225,ok
838,-0.095,0.004,-3359.54,271,ok
839,-0.094,0.054,-3359.54,188,ok
840,-0.077,0.007,-3359.54,303,ok
841,-0.117,0.036,-3359.54,158,ok
842,-0.148,-0.003,-3359.54,178,ok
843,-0.113,0.033,-3359.54,232,ok
844,-0.082,-0.006,-3359.54,258,ok
845,-0.041,-0.035,-3359.54,335,ok
846,0.008,-0.045,-3359.54,242,ok
847,0.042,-0.081,-3359.54,192,ok
848,0.083,-0.11,-3358.61,177,ok
849,0.128,-0.132,-3356.93,143,ok
850,0.168,-0.103,-3356.93,261,ok
851,0.173,-0.152,-3356.86,72,ok
852,0.163,-0.201,-3356.86,251,ok
853,0.113,-0.199,-3357.21,124,ok
854,0.105,-0.248,-3357.21,251,ok
855,0.086,-0.294,-3357.19,121,ok
856,0.073,-0.343,-3357.19,241,ok
857,0.122,-0.354,-3355.39,158,ok
858,0.102,-0.399,-3361.69,179,ok
859,0.078,-0.443,-3361.69,111,ok
860,0.116,-0.411,-3361.69,117,ok
861,0.094,-0.456,-3361.69,93,ok
862,0.073,-0.501,-3361.69,92,ok
863,0.048,-0.544,-3361.69,60,ok
864,0.026,-0.589,-3361.69,49,ok
865,0.011,-0.637,-3361.69,42,ok
866,0.023,-0.588,-3361.77,36,ok
867,-0.022,-0.609,-3292.65,32,ok
868,-0.058,-0.574,-3292.65,29,ok
869,-0.093,-0.538,-3292.65,27,ok
870,-0.045,-0.551,-3292.65,23,ok
871,-0.005,-0.582,-3292.65,17,ok
872,-0.038,-0.545,-3292.57,20,ok
873,-0.038,-0.545,-3292.57,13,low_texture_hold_pose
874,-0.003,-0.58,-3292.63,16,ok
875,-0.003,-0.58,-3292.63,10,low_texture_hold_pose
876,-0.003,-0.58,-3292.63,12,low_texture_hold_pose
877,-0.003,-0.58,-3292.63,11,low_texture_hold_pose
878,-0.003,-0.58,-3292.63,10,low_texture_hold_pose
879,-0.003,-0.58,-3292.63,14,low_texture_hold_pose
880,-0.003,-0.58,-3292.63,10,low_texture_hold_pose
881,-0.038,-0.544,-3292.62,19,ok
882,0.0,-0.576,-3292.62,23,ok
883,-0.026,-0.534,-3292.62,29,ok
884,0.01,-0.569,-3292.62,50,ok
885,0.045,-0.605,-3292.62,47,ok
886,0.007,-0.572,-3292.62,70,ok
887,-0.021,-0.53,-3292.62,98,ok
888,-0.057,-0.496,-3292.68,191,ok
889,-0.082,-0.453,-3292.68,322,ok
890,-0.107,-0.409,-3292.68,472,ok
891,-0.144,-0.376,-3292.72,444,ok
892,-0.095,-0.383,-3292.72,597,ok
893,-0.144,-0.376,-3292.72,506,ok
894,-0.178,-0.339,-3292.72,514,ok
895,-0.212,-0.302,-3292.72,574,ok
896,-0.162,-0.309,-3292.72,598,ok
897,-0.205,-0.283,-3292.72,453,ok
898,-0.239,-0.247,-3292.72,512,ok
899,-0.273,-0.21,-3292.67,415,ok
900,-0.233,-0.179,-3472.5,594,ok
901,-0.197,-0.214,-3472.5,473,ok
902,-0.232,-0.178,-3472.5,629,ok
903,-0.2,-0.14,-3474.29,564,ok
904,-0.166,-0.177,-3474.23,538,ok
905,-0.133,-0.215,-3474.21,575,ok
906,-0.177,-0.191,-3474.21,510,ok
907,-0.128,-0.199,-3474.21,515,ok
908,-0.078,-0.194,-3613.93,484,ok
909,-0.034,-0.171,-3613.93,501,ok
910,-0.083,-0.161,-3613.93,569,ok
911,-0.033,-0.162,-3613.93,512,ok
912,-0.083,-0.161,-3613.88,363,ok
913,-0.033,-0.163,-3613.89,372,ok
914,0.017,-0.159,-3613.96,456,ok
915,-0.033,-0.152,-3613.96,498,ok
916,-0.082,-0.146,-3613.88,499,ok
917,-0.129,-0.164,-3613.87,103,ok
918,-0.129,-0.164,-3613.87,3,low_texture_hold_pose
919,-0.129,-0.164,-3613.87,14,low_texture_hold_pose
920,-0.129,-0.164,-3613.87,4,low_texture_hold_pose
921,-0.129,-0.164,-3613.87,2,low_texture_hold_pose
922,-0.129,-0.164,-3613.87,0,init
923,-0.129,-0.164,-3613.87,0,init
924,-0.129,-0.164,-3613.87,0,low_texture_hold_pose
925,-0.086,-0.139,-3613.87,36,ok
926,-0.086,-0.139,-3613.87,1,low_texture_hold_pose
927,-0.086,-0.139,-3613.87,0,low_texture_hold_pose
928,-0.043,-0.113,-3730.43,64,ok
929,-0.043,-0.113,-3730.43,0,init
930,-0.043,-0.113,-3730.43,0,init
931,-0.043,-0.113,-3730.43,0,low_texture_hold_pose
932,-0.039,-0.163,-3847.0,15,ok
933,-0.039,-0.163,-3847.0,0,low_texture_hold_pose
934,-0.039,-0.163,-3847.0,0,low_texture_hold_pose
935,-0.039,-0.163,-3847.0,0,low_texture_hold_pose
936,-0.039,-0.163,-3847.0,0,low_texture_hold_pose
937,0.007,-0.181,-3847.0,71,ok
938,0.007,-0.181,-3847.0,0,low_texture_hold_pose
939,0.007,-0.181,-3847.0,14,low_texture_hold_pose
940,0.054,-0.2,-3847.0,232,ok
941,0.054,-0.2,-3847.0,0,low_texture_hold_pose
942,0.054,-0.2,-3847.0,2,low_texture_hold_pose
943,0.007,-0.181,-3847.0,28,ok
944,0.007,-0.181,-3847.0,0,low_texture_hold_pose
945,0.028,-0.227,-3846.94,20,ok
946,-0.02,-0.211,-3846.94,50,ok
947,-0.009,-0.26,-3846.94,44,ok
948,-0.005,-0.31,-3846.94,29,ok
949,-0.013,-0.359,-3846.94,77,ok
950,-0.033,-0.314,-3846.94,74,ok
951,-0.015,-0.267,-3846.94,75,ok
952,-0.062,-0.248,-3963.5,94,ok
953,-0.024,-0.215,-3963.5,80,ok
954,0.013,-0.182,-3963.5,89,ok
955,-0.037,-0.18,-3963.5,90,ok
956,0.011,-0.195,-3963.5,86,ok
957,-0.019,-0.155,-3963.5,89,ok
958,-0.069,-0.159,-3963.5,91,ok
959,-0.052,-0.112,-3963.5,89,ok
960,-0.014,-0.079,-3963.5,113,ok
961,-0.062,-0.064,-3963.5,97,ok
962,-0.033,-0.023,-4080.15,92,ok
963,-0.008,0.02,-4080.15,93,ok
964,-0.001,0.07,-4080.15,86,ok
965,-0.018,0.023,-4080.15,80,ok
966,-0.031,0.071,-4196.72,117,ok
967,-0.07,0.101,-4196.63,73,ok
968,-0.03,0.072,-4196.63,79,ok
969,-0.001,0.031,-4196.67,93,ok
970,-0.044,0.056,-4196.6,104,ok
971,-0.068,0.013,-4071.8,199,ok
972,-0.07,0.063,-4071.8,198,ok
973,-0.116,0.082,-4071.8,208,ok
974,-0.066,0.075,-4070.86,261,ok
975,-0.087,0.121,-4187.42,503,ok
976,-0.116,0.161,-4187.42,306,ok
977,-0.161,0.184,-4187.35,328,ok
978,-0.206,0.205,-4187.26,325,ok
979,-0.25,0.228,-4187.2,347,ok
980,-0.262,0.277,-4187.2,457,ok
981,-0.223,0.308,-4187.2,385,ok
982,-0.174,0.299,-4187.01,339,ok
983,-0.224,0.3,-4187.01,629,ok
984,-0.24,0.253,-4187.01,450,ok
985,-0.262,0.208,-4186.52,417,ok
986,-0.239,0.163,-4186.38,423,ok
987,-0.201,0.131,-4186.38,470,ok
988,-0.228,0.089,-4183.23,376,ok
989,-0.262,0.052,-4183.23,419,ok
990,-0.228,0.089,-4183.23,436,ok
991,-0.27,0.115,-4183.23,399,ok
992,-0.319,0.129,-4183.07,418,ok
993,-0.272,0.11,-4183.0,428,ok
994,-0.224,0.097,-4183.0,484,ok
995,-0.179,0.119,-4183.0,427,ok
996,-0.229,0.117,-4183.0,618,ok
997,-0.275,0.137,-4182.95,409,ok
998,-0.321,0.156,-4182.88,359,ok
999,-0.367,0.176,-4182.88,316,ok
1000,-0.401,0.14,-4182.88,271,ok
1001,-0.357,0.163,-4182.84,217,ok
1002,-0.325,0.124,-4166.36,216,ok
1003,-0.279,0.103,-4166.29,222,ok
1004,-0.328,0.114,-4166.44,297,ok
1005,-0.278,0.108,-4166.58,352,ok
1006,-0.229,0.1,-4166.7,325,ok
1007,-0.278,0.11,-4166.7,498,ok
1008,-0.231,0.126,-4166.7,499,ok
1009,-0.274,0.101,-4166.7,502,ok
1010,-0.324,0.108,-4166.61,417,ok
1011,-0.373,0.102,-4166.61,427,ok
1012,-0.421,0.086,-4166.61,638,ok
1013,-0.47,0.096,-4166.67,419,ok
1014,-0.495,0.139,-4101.57,465,ok
1015,-0.477,0.186,-4101.6,435,ok
1016,-0.485,0.137,-4186.44,430,ok
1017,-0.514,0.096,-4183.06,400,ok
1018,-0.553,0.127,-4183.06,500,ok
1019,-0.603,0.125,-4299.62,509,ok
1020,-0.621,0.079,-4299.62,444,ok
1021,-0.663,0.051,-4299.62,429,ok
1022,-0.619,0.076,-4299.69,487,ok
1023,-0.655,0.111,-4170.43,496,ok
1024,-0.666,0.062,-4170.54,503,ok
1025,-0.714,0.05,-4170.54,474,ok
1026,-0.666,0.038,-4170.48,400,ok
1027,-0.649,0.085,-4170.48,471,ok
1028,-0.698,0.076,-4251.57,452,ok
1029,-0.718,0.122,-4368.13,652,ok
1030,-0.685,0.085,-4368.13,350,ok
1031,-0.729,0.109,-4368.22,408,ok
1032,-0.778,0.114,-4454.49,464,ok
1033,-0.778,0.064,-4454.49,643,ok
1034,-0.729,0.075,-4454.49,278,ok
1035,-0.754,0.032,-4454.49,449,ok
1036,-0.709,0.011,-4453.92,555,ok
1037,-0.753,0.035,-4453.6,503,ok
1038,-0.803,0.037,-4355.65,569,ok
1039,-0.833,0.076,-4307.73,581,ok
1040,-0.86,0.034,-4424.29,717,ok
1041,-0.835,-0.009,-4424.29,587,ok
1042,-0.843,-0.058,-4424.29,503,ok
1043,-0.833,-0.108,-4424.29,484,ok
1044,-0.86,-0.15,-4387.16,502,ok
1045,-0.813,-0.135,-4387.16,502,ok
1046,-0.857,-0.112,-4477.82,495,ok
1047,-0.807,-0.112,-4477.82,547,ok
1048,-0.788,-0.158,-4477.82,512,ok
1049,-0.748,-0.13,-4477.85,470,ok
1050,-0.767,-0.176,-4594.42,686,ok
1051,-0.792,-0.133,-4594.54,386,ok
1052,-0.773,-0.179,-4594.67,284,ok
1053,-0.779,-0.129,-4594.62,185,ok
1054,-0.731,-0.115,-4595.62,417,ok
1055,-0.716,-0.163,-4595.62,435,ok
1056,-0.667,-0.168,-4595.62,289,ok
1057,-0.698,-0.129,-4595.62,645,ok
1058,-0.686,-0.178,-4595.73,238,ok
1059,-0.705,-0.131,-4595.72,414,ok
1060,-0.729,-0.087,-4595.57,522,ok
1061,-0.692,-0.054,-4510.38,449,ok
1062,-0.668,-0.098,-4508.43,476,ok
1063,-0.704,-0.133,-4508.07,458,ok
1064,-0.654,-0.126,-4507.96,490,ok
1065,-0.689,-0.09,-4507.96,522,ok
1066,-0.682,-0.041,-4507.96,386,ok
1067,-0.722,-0.011,-4507.96,337,ok
1068,-0.762,-0.041,-4624.53,518,ok
1069,-0.81,-0.025,-4618.64,425,ok
1070,-0.793,0.022,-4618.73,410,ok
1071,-0.743,0.016,-4621.32,469,ok
1072,-0.755,-0.033,-4621.24,372,ok
1073,-0.768,-0.081,-4621.46,326,ok
1074,-0.78,-0.13,-4621.33,394,ok
1075,-0.757,-0.085,-4621.4,361,ok
1076,-0.768,-0.134,-4621.53,295,ok
1077,-0.758,-0.085,-4621.64,350,ok
1078,-0.733,-0.128,-4622.23,371,ok
1079,-0.745,-0.177,-4622.31,321,ok
1080,-0.759,-0.225,-4622.31,429,ok
1081,-0.75,-0.176,-4622.31,385,ok
1082,-0.733,-0.129,-4622.41,320,ok
1083,-0.744,-0.177,-4622.48,267,ok
1084,-0.733,-0.226,-4622.48,424,ok
1085,-0.746,-0.275,-4622.58,206,ok
1086,-0.782,-0.309,-4622.58,187,ok
1087,-0.824,-0.336,-4622.43,120,ok
1088,-0.87,-0.316,-4620.13,92,ok
1089,-0.902,-0.355,-4620.13,95,ok
1090,-0.869,-0.317,-4620.03,108,ok
1091,-0.832,-0.284,-4620.03,99,ok
1092,-0.875,-0.259,-4440.59,112,ok
1093,-0.913,-0.227,-4440.59,111,ok
1094,-0.904,-0.276,-4531.97,93,ok
1095,-0.952,-0.287,-4531.97,133,ok
1096,-0.924,-0.246,-4533.52,82,ok
1097,-0.957,-0.208,-4533.53,79,ok
1098,-0.997,-0.238,-4533.17,32,ok
1099,-0.997,-0.238,-4533.17,3,low_texture_hold_pose
1100,-0.976,-0.193,-4368.15,53,ok
1101,-1.01,-0.23,-4372.94,45,ok
1102,-0.96,-0.236,-4372.94,82,ok
