frame,label,confidence,distance_m,direction,placeholder
384,person,0.724,3.17,front-right,False
384,fire_placeholder,0.05,28.0,front-left,True
384,fire_placeholder,0.05,8.14,front-right,True
384,fire_placeholder,0.05,21.21,front-right,True
384,fire_placeholder,0.05,7.0,front-left,True
384,fire_placeholder,0.05,12.07,front-left,True
385,person,0.828,3.17,front-right,False
385,person,0.427,3.16,front,False
385,backpack,0.379,7.51,front-right,False
385,fire_placeholder,0.05,30.43,front-left,True
385,fire_placeholder,0.05,8.14,front-right,True
385,fire_placeholder,0.05,20.59,front-right,True
385,fire_placeholder,0.05,7.0,front-left,True
385,fire_placeholder,0.05,12.07,front-left,True
386,person,0.79,3.17,front-right,False
386,person,0.583,3.18,front,False
386,fire_placeholder,0.05,8.14,front-right,True
386,fire_placeholder,0.05,21.21,front-right,True
386,fire_placeholder,0.05,7.37,front-left,True
386,fire_placeholder,0.05,12.73,front-left,True
387,person,0.719,3.17,front-right,False
387,fire_placeholder,0.05,8.33,front-right,True
387,fire_placeholder,0.05,28.0,front-right,True
387,fire_placeholder,0.05,7.37,front-left,True
387,fire_placeholder,0.05,12.5,front-left,True
388,person,0.543,3.17,front-right,False
388,fire_placeholder,0.05,8.33,front-right,True
388,fire_placeholder,0.05,30.43,front-right,True
388,fire_placeholder,0.05,7.61,front-left,True
388,fire_placeholder,0.05,12.28,front-left,True
389,person,0.546,3.15,front-left,False
389,fire_placeholder,0.05,9.59,front-right,True
389,fire_placeholder,0.05,38.89,front-left,True
389,fire_placeholder,0.05,24.14,front-right,True
389,fire_placeholder,0.05,7.37,front-left,True
389,fire_placeholder,0.05,12.07,front-left,True
390,person,0.739,3.17,front-right,False
390,person,0.391,3.15,front-left,False
390,fire_placeholder,0.05,10.45,front-right,True
390,fire_placeholder,0.05,36.84,front-left,True
390,fire_placeholder,0.05,7.53,front-left,True
390,fire_placeholder,0.05,12.07,front-left,True
391,person,0.502,3.17,front-right,False
391,fire_placeholder,0.05,10.14,front-right,True
391,fire_placeholder,0.05,24.14,front-right,True
391,fire_placeholder,0.05,7.53,front-left,True
391,fire_placeholder,0.05,11.86,front-left,True
392,person,0.569,3.17,front-right,False
392,fire_placeholder,0.05,10.14,front-right,True
392,fire_placeholder,0.05,25.0,front-right,True
392,fire_placeholder,0.05,7.53,front-left,True
392,fire_placeholder,0.05,12.28,front-left,True
393,person,0.573,3.17,front-right,False
393,person,0.496,3.15,front-left,False
393,fire_placeholder,0.05,10.0,front-right,True
393,fire_placeholder,0.05,24.14,front-right,True
393,fire_placeholder,0.05,7.53,front-left,True
393,fire_placeholder,0.05,12.5,front-left,True
394,person,0.522,3.17,front-right,False
394,person,0.42,3.15,front,False
394,fire_placeholder,0.05,10.0,front-right,True
394,fire_placeholder,0.05,24.14,front-right,True
394,fire_placeholder,0.05,7.53,front-left,True
394,fire_placeholder,0.05,12.28,front-left,True
395,fire_placeholder,0.05,9.86,front-right,True
395,fire_placeholder,0.05,25.0,front-right,True
395,fire_placeholder,0.05,7.61,front-left,True
395,fire_placeholder,0.05,12.07,front-left,True
396,person,0.445,3.15,front-right,False
396,fire_placeholder,0.05,9.59,front-right,True
396,fire_placeholder,0.05,33.33,front-right,True
396,fire_placeholder,0.05,24.14,front-right,True
396,fire_placeholder,0.05,7.61,front-left,True
396,fire_placeholder,0.05,12.28,front-left,True
397,person,0.445,3.15,front-right,False
397,fire_placeholder,0.05,9.59,front-right,True
397,fire_placeholder,0.05,33.33,front-right,True
397,fire_placeholder,0.05,24.14,front-right,True
397,fire_placeholder,0.05,7.61,front-left,True
397,fire_placeholder,0.05,12.28,front-left,True
398,person,0.515,3.14,front-left,False
398,fire_placeholder,0.05,9.59,front-right,True
398,fire_placeholder,0.05,30.43,front-right,True
398,fire_placeholder,0.05,24.14,front-right,True
398,fire_placeholder,0.05,25.93,front-right,True
398,fire_placeholder,0.05,12.28,front-left,True
399,person,0.704,3.18,front-left,False
399,fire_placeholder,0.05,8.24,front-right,True
399,fire_placeholder,0.05,28.0,front-right,True
399,fire_placeholder,0.05,24.14,front-right,True
399,fire_placeholder,0.05,25.93,front-right,True
399,fire_placeholder,0.05,12.28,front-left,True
400,person,0.475,3.18,front-left,False
400,fire_placeholder,0.054,8.24,front-right,True
400,fire_placeholder,0.05,30.43,front-right,True
400,fire_placeholder,0.05,24.14,front-right,True
400,fire_placeholder,0.05,25.0,front-right,True
400,fire_placeholder,0.05,12.28,front-left,True
401,person,0.63,3.18,front-left,False
401,fire_placeholder,0.056,8.14,front-right,True
401,fire_placeholder,0.05,29.17,front-right,True
401,fire_placeholder,0.05,25.93,front-right,True
401,fire_placeholder,0.05,12.07,front-left,True
402,person,0.514,3.16,front-left,False
402,backpack,0.369,7.41,front-right,False
402,fire_placeholder,0.058,8.14,front-right,True
402,fire_placeholder,0.05,24.14,front-right,True
402,fire_placeholder,0.05,25.93,front-right,True
402,fire_placeholder,0.05,12.28,front-left,True
403,person,0.714,3.18,front-left,False
403,backpack,0.412,7.47,front-right,False
403,fire_placeholder,0.06,8.14,front-right,True
403,fire_placeholder,0.05,21.21,front-right,True
403,fire_placeholder,0.05,7.87,front-left,True
403,fire_placeholder,0.05,12.28,front-left,True
404,person,0.411,3.17,front-left,False
404,backpack,0.377,7.47,front-right,False
404,fire_placeholder,0.061,8.14,front-right,True
404,fire_placeholder,0.05,21.21,front-right,True
404,fire_placeholder,0.05,7.61,front-left,True
404,fire_placeholder,0.05,12.07,front-left,True
405,person,0.737,3.17,front-left,False
405,backpack,0.47,7.44,front-right,False
405,fire_placeholder,0.062,8.14,front-right,True
405,fire_placeholder,0.05,17.07,front-right,True
405,fire_placeholder,0.05,24.14,front-right,True
405,fire_placeholder,0.05,7.45,front-left,True
405,fire_placeholder,0.05,12.07,front-left,True
406,person,0.42,3.14,front,False
406,fire_placeholder,0.05,7.14,front-left,True
406,fire_placeholder,0.05,9.46,front-left,True
406,fire_placeholder,0.05,7.0,front-right,True
406,fire_placeholder,0.179,1.94,front-right,True
406,fire_placeholder,0.05,4.0,front-left,True
407,person,0.612,3.19,front,False
407,fire_placeholder,0.065,6.14,front-right,True
407,fire_placeholder,0.05,4.9,front-left,True
407,fire_placeholder,0.05,11.86,front-left,True
407,fire_placeholder,0.05,5.04,front-left,True
407,fire_placeholder,0.05,8.64,front-right,True
407,fire_placeholder,0.05,10.77,front-left,True
408,person,0.495,3.2,front,False
408,fire_placeholder,0.05,11.29,front-right,True
408,fire_placeholder,0.05,11.29,front-left,True
408,fire_placeholder,0.05,21.88,front-left,True
408,fire_placeholder,0.05,6.73,front-left,True
408,fire_placeholder,0.05,23.33,front-left,True
408,fire_placeholder,0.05,14.29,front-left,True
408,fire_placeholder,0.05,10.45,front-right,True
408,fire_placeholder,0.05,17.95,front-left,True
409,person,0.603,3.21,front,False
409,fire_placeholder,0.05,15.56,front-right,True
409,fire_placeholder,0.05,12.5,front-left,True
409,fire_placeholder,0.05,17.95,front-right,True
409,fire_placeholder,0.05,10.14,front-left,True
409,fire_placeholder,0.05,14.0,front-left,True
409,fire_placeholder,0.05,5.65,front-right,True
410,person,0.77,3.19,front,False
410,fire_placeholder,0.05,16.67,front-left,True
410,fire_placeholder,0.05,11.29,front-left,True
410,fire_placeholder,0.05,7.45,front-right,True
410,fire_placeholder,0.05,12.5,front-left,True
410,fire_placeholder,0.05,8.33,front-right,True
411,person,0.77,3.19,front,False
411,fire_placeholder,0.05,16.67,front-left,True
411,fire_placeholder,0.05,11.29,front-left,True
411,fire_placeholder,0.05,7.45,front-right,True
411,fire_placeholder,0.05,12.5,front-left,True
411,fire_placeholder,0.05,8.33,front-right,True
412,person,0.731,3.2,front,False
412,fire_placeholder,0.05,14.58,front-left,True
412,fire_placeholder,0.05,7.07,front-right,True
412,fire_placeholder,0.05,11.48,front-left,True
412,fire_placeholder,0.05,11.29,front-right,True
413,person,0.784,3.2,front,False
413,fire_placeholder,0.05,9.46,front-right,True
413,fire_placeholder,0.05,11.11,front-left,True
414,person,0.804,3.2,front,False
414,fire_placeholder,0.05,12.28,front-right,True
415,person,0.753,3.19,front,False
415,fire_placeholder,0.05,16.28,front-left,True
415,fire_placeholder,0.05,11.48,front-right,True
416,person,0.753,3.19,front,False
416,fire_placeholder,0.05,16.28,front-left,True
416,fire_placeholder,0.05,11.48,front-right,True
417,person,0.817,3.18,front,False
417,fire_placeholder,0.05,18.92,front-left,True
418,person,0.887,3.17,front,False
418,fire_placeholder,0.05,12.73,front-right,True
418,fire_placeholder,0.05,17.95,front-left,True
419,person,0.779,3.19,front,False
419,fire_placeholder,0.05,15.56,front,True
420,person,0.906,3.2,front-right,False
420,fire_placeholder,0.05,11.67,front,True
420,fire_placeholder,0.05,23.33,front-left,True
421,person,0.906,3.2,front-right,False
421,fire_placeholder,0.05,11.67,front,True
421,fire_placeholder,0.05,23.33,front-left,True
422,person,0.902,3.2,front-right,False
422,fire_placeholder,0.05,14.89,front,True
423,person,0.871,3.2,front,False
424,person,0.77,3.2,front,False
425,person,0.751,3.21,front,False
426,person,0.59,3.21,front,False
427,person,0.904,3.19,front-right,False
428,person,0.904,3.19,front-right,False
429,person,0.881,3.18,front-right,False
429,person,0.427,6.47,front-left,False
430,person,0.86,3.2,front-right,False
430,person,0.64,7.03,front-left,False
430,fire_placeholder,0.05,29.17,front-right,True
431,person,0.42,3.18,front-right,False
433,fire_placeholder,0.05,8.97,front-left,True
434,person,0.411,4.62,front-left,False
434,person,0.385,3.18,front-right,False
435,person,0.411,4.62,front-left,False
435,person,0.385,3.18,front-right,False
437,person,0.371,3.2,front-right,False
452,person,0.4,3.18,front-left,False
453,person,0.559,3.17,front,False
454,person,0.57,3.18,front,False
455,person,0.61,3.2,front,False
455,person,0.37,3.18,front-left,False
456,person,0.567,3.19,front,False
456,person,0.525,3.17,front-left,False
457,person,0.567,3.19,front,False
457,person,0.525,3.17,front-left,False
458,person,0.693,3.17,front,False
459,person,0.653,3.19,front,False
460,person,0.383,3.18,front,False
461,person,0.488,3.18,front,False
461,person,0.367,3.18,front-left,False
462,person,0.421,3.17,front-left,False
463,person,0.421,3.17,front-left,False
465,person,0.695,3.17,front-left,False
466,person,0.562,3.18,front-right,False
467,person,0.638,3.18,front-right,False
468,person,0.748,3.17,front-right,False
469,person,0.785,3.17,front-right,False
470,person,0.832,3.18,front-right,False
471,person,0.464,3.19,front,False
472,person,0.69,3.18,front-right,False
473,person,0.934,3.2,front-right,False
474,person,0.908,3.2,front-right,False
475,person,0.921,3.18,front-right,False
476,person,0.869,3.18,front-right,False
477,person,0.794,3.16,front-right,False
478,person,0.707,3.18,front-right,False
479,person,0.897,3.19,front-right,False
480,person,0.879,3.16,front-right,False
481,person,0.84,3.15,front-right,False
482,person,0.864,3.17,front-right,False
483,person,0.876,3.15,front-right,False
484,person,0.921,3.16,front-right,False
484,person,0.374,6.08,front-left,False
485,person,0.709,3.18,front-right,False
485,person,0.54,3.16,front-right,False
486,person,0.886,3.17,front-right,False
487,person,0.91,3.16,front-right,False
488,person,0.88,3.17,front-right,False
489,person,0.821,3.15,front-right,False
490,person,0.853,3.15,front-right,False
490,person,0.705,3.17,front-left,False
491,person,0.837,3.14,front-right,False
491,person,0.688,3.19,front-left,False
492,person,0.805,3.16,front-right,False
493,person,0.845,3.18,front-right,False
494,person,0.895,3.17,front-right,False
495,person,0.915,3.17,front-right,False
495,person,0.72,3.18,front-left,False
496,person,0.917,3.16,front-right,False
496,person,0.619,3.18,front-left,False
497,person,0.946,3.34,front-right,False
497,person,0.411,3.16,front-left,False
498,person,0.944,3.36,front-right,False
498,person,0.839,3.18,front-left,False
499,person,0.918,4.05,front-right,False
499,person,0.744,3.18,front,False
500,person,0.926,4.13,front-right,False
500,person,0.692,3.15,front,False
501,person,0.92,4.13,front-right,False
501,person,0.694,3.17,front,False
502,person,0.528,3.17,front,False
503,person,0.462,3.19,front-right,False
504,person,0.654,3.15,front-right,False
506,person,0.894,3.15,front-right,False
507,person,0.818,3.16,front-right,False
508,person,0.865,3.15,front-right,False
509,person,0.866,3.18,front-right,False
510,person,0.725,3.16,front-right,False
511,person,0.704,3.16,front-right,False
512,person,0.864,3.19,front-right,False
513,person,0.813,3.21,front-right,False
514,person,0.831,3.89,front-right,False
515,person,0.798,6.16,front-right,False
515,person,0.744,4.44,front-right,False
516,person,0.821,6.31,front-right,False
516,person,0.798,5.94,front-right,False
517,person,0.838,5.98,front-right,False
517,person,0.828,6.31,front-right,False
518,person,0.851,6.4,front-right,False
518,person,0.773,6.6,front-right,False
519,person,0.846,6.36,front-right,False
519,person,0.81,7.55,front-right,False
520,person,0.818,7.66,front-right,False
520,person,0.75,6.3,front-right,False
521,person,0.838,7.81,front-right,False
521,person,0.761,6.42,front-right,False
522,person,0.84,8.43,front-right,False
522,person,0.775,6.45,front-right,False
523,person,0.845,8.75,front-right,False
523,person,0.832,6.09,front-right,False
524,person,0.845,8.86,front-right,False
524,person,0.817,6.23,front-right,False
525,person,0.842,9.73,front-right,False
525,person,0.823,6.49,front-right,False
526,person,0.875,7.05,front-right,False
526,person,0.822,10.43,front-right,False
527,person,0.811,10.91,front-right,False
527,person,0.794,7.49,front-right,False
528,person,0.813,7.78,front,False
528,person,0.812,11.07,front-right,False
529,person,0.843,8.54,front,False
529,person,0.811,11.35,front-right,False
530,person,0.856,8.54,front,False
530,person,0.81,11.45,front-right,False
531,person,0.845,11.7,front-right,False
531,person,0.816,10.15,front,False
531,person,0.369,6.11,front-left,False
532,person,0.834,11.75,front-right,False
532,person,0.775,10.5,front,False
532,person,0.363,6.08,front-left,False
533,person,0.823,11.86,front-right,False
533,person,0.703,11.07,front-left,False
534,person,0.814,11.78,front-right,False
534,person,0.758,10.34,front,False
535,person,0.802,11.78,front-right,False
535,person,0.755,9.56,front,False
535,person,0.505,6.01,front-left,False
536,person,0.783,11.98,front-right,False
536,person,0.626,9.75,front,False
536,person,0.392,6.05,front-left,False
537,person,0.776,12.0,front-right,False
537,person,0.657,10.96,front-left,False
538,person,0.799,11.81,front-right,False
538,person,0.636,10.31,front,False
539,person,0.764,11.98,front-right,False
539,person,0.628,9.78,front,False
540,person,0.776,12.09,front-right,False
540,person,0.556,10.22,front,False
541,person,0.774,12.02,front-right,False
541,person,0.389,9.67,front,False
542,person,0.724,12.26,front-right,False
543,person,0.685,12.38,front-right,False
544,person,0.709,12.28,front-right,False
545,person,0.735,12.13,front-right,False
546,person,0.739,12.05,front-right,False
547,person,0.765,11.91,front-right,False
548,person,0.79,11.7,front-right,False
548,person,0.412,9.8,front,False
549,person,0.791,12.01,front-right,False
549,person,0.494,9.11,front,False
550,person,0.785,12.14,front-right,False
550,person,0.693,8.84,front,False
551,person,0.82,12.57,front-right,False
551,person,0.711,8.8,front-right,False
551,person,0.391,6.1,front-left,False
552,person,0.808,8.63,front-right,False
552,person,0.792,13.23,front-right,False
553,person,0.817,8.67,front-right,False
553,person,0.75,13.42,front-right,False
554,person,0.842,8.59,front-right,False
554,person,0.796,13.55,front-right,False
555,person,0.858,8.68,front-right,False
555,person,0.802,13.54,front-right,False
556,person,0.87,8.62,front-right,False
556,person,0.759,13.76,front-right,False
557,person,0.891,8.51,front-right,False
557,person,0.815,15.69,front-right,False
558,person,0.796,8.5,front-right,False
558,person,0.477,15.65,front-right,False
558,person,0.432,10.8,front-right,False
559,person,0.802,8.42,front-right,False
559,person,0.509,13.91,front-right,False
560,person,0.685,8.43,front-right,False
561,person,0.678,8.42,front-right,False
562,person,0.626,6.68,front-right,False
562,person,0.49,8.38,front-right,False
563,person,0.68,8.57,front-right,False
563,person,0.441,14.43,front-right,False
563,person,0.35,8.55,front-right,False
564,person,0.409,8.87,front-right,False
564,person,0.359,6.88,front-right,False
566,person,0.66,11.41,front-right,False
566,person,0.6,7.61,front-right,False
567,person,0.798,11.29,front-right,False
567,person,0.423,7.28,front-right,False
568,person,0.781,10.7,front-right,False
568,person,0.577,7.71,front-right,False
569,person,0.823,10.03,front-right,False
569,person,0.673,8.24,front,False
570,person,0.764,7.14,front,False
570,person,0.71,8.91,front-right,False
571,person,0.567,7.72,front-right,False
571,person,0.47,7.88,front,False
572,person,0.559,8.17,front-left,False
572,person,0.524,6.88,front-right,False
573,person,0.793,5.77,front-right,False
573,person,0.79,7.43,front-left,False
574,person,0.812,7.38,front-left,False
574,person,0.756,5.59,front-right,False
575,person,0.855,4.11,front-right,False
575,person,0.854,7.72,front-left,False
576,person,0.868,9.27,front-left,False
576,person,0.792,3.72,front-right,False
576,person,0.35,3.73,front,False
577,person,0.852,3.53,front-right,False
577,person,0.775,8.73,front-left,False
578,person,0.877,9.54,front-left,False
578,person,0.666,3.26,front-right,False
579,person,0.921,3.18,front-right,False
579,person,0.862,9.69,front-left,False
580,person,0.944,3.17,front-right,False
580,person,0.879,9.34,front-left,False
581,person,0.907,3.17,front-right,False
581,person,0.856,8.98,front-left,False
582,person,0.879,3.16,front-right,False
582,person,0.792,7.78,front-left,False
583,person,0.884,3.15,front-right,False
583,person,0.85,8.98,front-left,False
584,person,0.736,3.16,front-right,False
584,person,0.669,9.03,front-left,False
585,person,0.895,3.18,front,False
585,person,0.373,5.96,front-left,False
586,person,0.906,3.19,front,False
586,person,0.434,6.15,front-left,False
587,person,0.898,3.2,front,False
587,person,0.462,6.14,front-left,False
588,person,0.827,3.17,front,False
589,person,0.737,3.19,front-left,False
590,person,0.781,11.41,front-left,False
590,person,0.623,3.2,front-left,False
591,person,0.773,3.21,front-left,False
591,person,0.738,11.08,front-left,False
592,person,0.827,8.72,front-left,False
592,person,0.803,3.18,front-left,False
593,person,0.761,11.47,front-left,False
593,person,0.744,3.2,front-left,False
594,person,0.755,11.6,front-left,False
594,person,0.655,3.21,front-left,False
595,person,0.681,11.21,front-left,False
595,person,0.398,3.22,front-left,False
596,person,0.635,9.26,front,False
597,person,0.373,8.35,front,False
602,person,0.511,5.92,front-right,False
603,person,0.713,5.57,front-right,False
604,person,0.653,5.43,front-right,False
605,person,0.555,5.18,front-right,False
606,person,0.743,4.77,front-right,False
607,person,0.637,4.15,front-right,False
608,person,0.766,4.06,front-right,False
609,person,0.848,3.86,front-right,False
610,person,0.757,3.72,front-right,False
611,person,0.885,3.64,front-right,False
612,person,0.928,3.46,front-right,False
612,person,0.507,6.04,front-left,False
613,person,0.925,3.36,front-right,False
613,person,0.406,6.08,front-left,False
614,person,0.932,3.32,front-right,False
614,person,0.373,6.09,front-left,False
615,person,0.933,3.17,front-right,False
615,person,0.383,6.15,front-left,False
616,person,0.925,3.16,front-right,False
617,person,0.911,3.17,front-right,False
618,person,0.914,3.17,front-right,False
619,person,0.799,3.15,front-right,False
620,person,0.813,3.84,front-right,False
621,person,0.772,3.58,front-right,False
622,person,0.925,3.16,front-right,False
622,person,0.704,3.33,front-left,False
623,person,0.923,3.17,front-right,False
623,person,0.633,4.92,front-left,False
623,person,0.352,4.98,front-left,False
624,person,0.866,3.17,front-right,False
624,person,0.657,5.0,front-left,False
625,person,0.899,3.15,front-right,False
625,person,0.658,3.18,front-left,False
626,person,0.955,3.17,front-right,False
626,person,0.374,3.2,front-left,False
627,person,0.957,3.17,front-right,False
627,person,0.516,3.18,front-left,False
628,person,0.948,3.16,front-right,False
628,person,0.596,3.15,front-left,False
629,person,0.947,3.16,front-right,False
629,person,0.56,3.18,front-left,False
629,person,0.48,3.17,front-left,False
630,person,0.936,3.16,front-right,False
630,person,0.832,3.19,front-left,False
631,person,0.918,3.16,front-right,False
632,person,0.913,3.15,front-right,False
632,person,0.758,3.18,front,False
633,person,0.834,3.15,front-right,False
633,person,0.702,3.18,front,False
634,person,0.924,3.19,front,False
634,person,0.777,3.19,front-right,False
635,person,0.916,3.18,front,False
635,person,0.765,3.17,front-right,False
636,person,0.782,3.17,front-right,False
636,person,0.608,3.19,front-right,False
637,person,0.769,3.17,front-right,False
637,person,0.759,3.19,front-right,False
638,person,0.8,3.16,front-right,False
638,person,0.69,3.22,front-right,False
639,person,0.834,3.17,front-right,False
639,person,0.557,3.22,front-right,False
640,person,0.892,3.19,front-right,False
640,person,0.491,5.09,front-right,False
641,person,0.954,3.16,front-right,False
641,person,0.409,5.44,front-right,False
642,person,0.884,3.18,front-right,False
643,person,0.895,3.18,front-right,False
643,person,0.451,5.6,front-right,False
644,person,0.859,3.17,front-right,False
645,person,0.911,3.15,front-right,False
646,person,0.897,3.18,front-right,False
647,person,0.379,6.09,front-left,False
647,person,0.356,21.75,front-left,False
649,person,0.794,3.18,front-right,False
650,person,0.608,4.44,front-right,False
651,person,0.583,4.71,front-right,False
651,person,0.391,5.27,front-left,False
652,person,0.418,6.29,front-left,False
653,person,0.701,6.44,front-left,False
654,person,0.529,8.4,front-left,False
659,person,0.361,11.83,front-left,False
660,person,0.47,11.99,front-left,False
661,person,0.467,11.06,front-left,False
661,person,0.455,6.68,front-right,False
662,person,0.36,8.89,front-left,False
669,person,0.787,7.47,front-right,False
670,person,0.559,6.51,front-right,False
671,person,0.895,4.5,front-right,False
671,person,0.592,6.9,front,False
671,person,0.372,3.43,front-left,False
672,person,0.906,4.32,front-right,False
673,person,0.93,4.13,front-right,False
674,person,0.933,4.14,front-right,False
675,person,0.904,4.15,front-right,False
676,person,0.897,4.15,front-right,False
677,person,0.889,4.11,front-right,False
677,person,0.766,7.52,front,False
678,person,0.922,4.11,front-right,False
678,person,0.743,7.2,front-right,False
678,suitcase,0.41,3.28,front,False
679,person,0.736,6.42,front-right,False
679,person,0.505,4.03,front-right,False
680,person,0.871,6.85,front-right,False
680,person,0.849,3.77,front-right,False
681,person,0.627,3.19,front-right,False
684,fire_placeholder,0.05,10.77,front-left,True
684,fire_placeholder,0.05,9.72,front-right,True
685,fire_placeholder,0.05,10.61,front-right,True
685,fire_placeholder,0.05,21.88,front-right,True
686,fire_placeholder,0.05,10.61,front-right,True
686,fire_placeholder,0.05,21.88,front-right,True
687,person,0.523,4.48,front-right,False
688,person,0.456,4.58,front-right,False
688,person,0.388,3.19,front,False
689,person,0.357,5.48,front-right,False
697,person,0.445,3.8,front-right,False
698,person,0.684,4.32,front-right,False
698,person,0.354,4.2,front-right,False
699,person,0.801,4.51,front-right,False
699,person,0.69,4.11,front-right,False
699,person,0.464,3.16,front-right,False
700,person,0.829,4.35,front-right,False
700,person,0.806,4.1,front-right,False
701,person,0.821,4.11,front-right,False
701,person,0.79,4.57,front-right,False
702,person,0.821,4.11,front-right,False
702,person,0.79,4.57,front-right,False
703,person,0.86,3.91,front-right,False
703,person,0.811,5.13,front-right,False
704,person,0.766,3.14,front-right,False
704,person,0.758,4.16,front-right,False
704,person,0.542,5.15,front-right,False
705,person,0.861,3.16,front-right,False
705,person,0.852,3.57,front-right,False
706,person,0.842,3.15,front-right,False
706,person,0.771,3.86,front-right,False
706,person,0.641,5.69,front-right,False
706,person,0.402,3.57,front-right,False
707,person,0.837,3.16,front-right,False
707,person,0.73,5.94,front-right,False
707,person,0.703,3.69,front-right,False
708,person,0.881,3.57,front-right,False
708,person,0.845,3.15,front-right,False
708,person,0.606,6.31,front-right,False
709,person,0.883,3.54,front-right,False
709,person,0.858,3.15,front-right,False
709,person,0.835,6.95,front,False
710,person,0.878,3.53,front-right,False
710,person,0.877,3.15,front-right,False
710,person,0.707,7.38,front,False
711,person,0.89,3.14,front-right,False
711,person,0.876,3.53,front-right,False
711,person,0.614,7.64,front,False
711,person,0.372,7.64,front-right,False
712,person,0.896,3.54,front-right,False
712,person,0.894,3.14,front-right,False
712,person,0.422,7.77,front,False
713,person,0.88,3.15,front-right,False
713,person,0.629,3.56,front-right,False
713,person,0.383,7.39,front,False
714,person,0.883,3.16,front-right,False
714,person,0.861,3.58,front-right,False
714,person,0.754,5.77,front,False
715,person,0.883,3.16,front-right,False
715,person,0.861,3.58,front-right,False
715,person,0.754,5.77,front,False
716,person,0.857,3.16,front-right,False
716,person,0.796,3.64,front-right,False
716,person,0.699,5.6,front,False
717,person,0.856,3.16,front-right,False
717,person,0.846,3.65,front-right,False
717,person,0.828,6.61,front,False
718,person,0.775,6.52,front,False
718,person,0.721,3.18,front-right,False
718,person,0.519,3.72,front-right,False
719,person,0.754,6.34,front,False
719,person,0.728,3.17,front-right,False
719,person,0.53,4.71,front-right,False
720,person,0.811,3.15,front-right,False
720,person,0.353,5.14,front,False
721,person,0.538,6.32,front,False
721,person,0.381,3.19,front-right,False
722,person,0.818,3.3,front-right,False
722,person,0.363,5.77,front,False
723,person,0.795,3.18,front-right,False
723,person,0.741,5.93,front,False
724,person,0.89,3.21,front-right,False
724,person,0.67,5.49,front,False
725,person,0.933,3.27,front-right,False
725,person,0.75,5.12,front,False
726,person,0.909,3.3,front-right,False
726,person,0.706,4.82,front,False
727,person,0.834,3.32,front-right,False
727,person,0.732,3.62,front-right,False
727,person,0.714,4.37,front,False
728,person,0.899,3.54,front-right,False
728,person,0.883,3.61,front-right,False
728,person,0.576,4.78,front,False
729,person,0.912,3.56,front-right,False
729,person,0.831,3.73,front-right,False
729,person,0.472,4.17,front,False
729,person,0.45,9.37,front-right,False
729,person,0.411,8.73,front,False
730,person,0.903,3.53,front-right,False
730,person,0.781,4.02,front-right,False
730,person,0.557,4.53,front,False
731,person,0.908,3.87,front-right,False
731,person,0.901,3.56,front-right,False
731,person,0.48,9.09,front-right,False
731,person,0.466,4.58,front,False
731,person,0.44,7.98,front,False
732,person,0.907,3.58,front-right,False
732,person,0.886,3.6,front-right,False
732,person,0.631,4.18,front,False
732,person,0.461,9.39,front-right,False
732,person,0.362,13.36,front-right,False
733,person,0.918,3.35,front-right,False
733,person,0.914,3.5,front-right,False
733,person,0.743,4.45,front,False
734,person,0.896,3.37,front-right,False
734,person,0.68,3.28,front-right,False
734,person,0.624,8.74,front-right,False
735,person,0.906,3.41,front-right,False
735,person,0.886,3.25,front-right,False
735,person,0.835,7.22,front,False
735,person,0.632,8.73,front-right,False
736,person,0.888,3.52,front-right,False
736,person,0.877,3.57,front-right,False
736,person,0.736,7.01,front-right,False
736,person,0.687,11.16,front-right,False
737,person,0.91,3.32,front-right,False
737,person,0.846,3.46,front-right,False
737,person,0.782,9.31,front-right,False
737,person,0.736,6.73,front-right,False
738,person,0.904,3.55,front-right,False
738,person,0.884,3.46,front-right,False
738,person,0.73,6.59,front-right,False
738,person,0.709,10.58,front-right,False
739,person,0.91,3.64,front-right,False
739,person,0.897,3.35,front-right,False
739,person,0.655,6.28,front-right,False
739,person,0.596,12.29,front-right,False
739,person,0.385,6.32,front-left,False
740,person,0.893,3.75,front-right,False
740,person,0.887,3.29,front-right,False
740,person,0.741,12.87,front-right,False
740,person,0.671,6.41,front-right,False
741,person,0.841,3.3,front-right,False
741,person,0.84,3.75,front-right,False
741,person,0.739,12.99,front-right,False
741,person,0.602,6.49,front-right,False
741,person,0.435,6.55,front-left,False
742,person,0.832,3.3,front-right,False
742,person,0.658,6.76,front-right,False
742,person,0.379,4.39,front-right,False
743,person,0.735,6.74,front-right,False
743,person,0.678,3.67,front-right,False
743,person,0.515,7.45,front-right,False
743,person,0.394,6.74,front-left,False
744,person,0.676,6.62,front-right,False
744,person,0.417,3.58,front-right,False
745,person,0.731,6.6,front-right,False
745,person,0.639,4.87,front-right,False
746,person,0.81,6.58,front-right,False
746,person,0.604,4.67,front-right,False
747,person,0.769,6.55,front,False
747,person,0.601,3.37,front-right,False
748,person,0.868,3.4,front-right,False
748,person,0.699,6.53,front,False
749,person,0.853,3.38,front-right,False
749,person,0.571,6.45,front,False
749,person,0.389,13.27,front-right,False
750,person,0.827,3.43,front-right,False
750,person,0.759,6.14,front-left,False
751,person,0.837,3.37,front-right,False
751,person,0.491,16.06,front-right,False
751,person,0.461,5.72,front-left,False
751,person,0.366,9.76,front-right,False
752,person,0.742,5.45,front-left,False
