frame,label,confidence,distance_m,direction,placeholder
752,person,0.714,3.38,front-right,False
752,person,0.379,9.79,front-right,False
753,person,0.727,3.36,front-right,False
753,person,0.692,5.1,front,False
754,person,0.645,4.93,front,False
754,person,0.642,3.36,front-right,False
755,person,0.71,4.32,front,False
755,person,0.597,3.36,front-right,False
756,person,0.754,4.22,front,False
756,person,0.491,3.38,front-right,False
766,person,0.692,11.18,front-right,False
766,person,0.517,3.39,front-right,False
767,person,0.664,3.39,front-right,False
767,person,0.622,11.18,front-right,False
768,person,0.869,3.37,front-right,False
768,person,0.736,11.06,front-right,False
768,person,0.522,9.67,front-right,False
769,person,0.844,3.37,front-right,False
769,person,0.726,10.99,front-right,False
769,person,0.617,9.58,front-right,False
770,person,0.909,3.41,front-right,False
770,person,0.8,10.94,front-right,False
770,person,0.693,9.37,front-right,False
771,person,0.921,3.41,front-right,False
771,person,0.811,10.93,front-right,False
771,person,0.754,9.43,front-right,False
772,person,0.928,3.44,front-right,False
772,person,0.837,10.75,front-right,False
772,person,0.795,9.34,front-right,False
773,person,0.935,3.45,front-right,False
773,person,0.839,10.66,front-right,False
773,person,0.773,9.2,front-right,False
774,person,0.922,3.44,front-right,False
774,person,0.827,10.63,front-right,False
774,person,0.788,9.21,front-right,False
775,person,0.941,3.46,front-right,False
775,person,0.85,10.53,front-right,False
775,person,0.814,9.04,front-right,False
776,person,0.941,3.46,front-right,False
776,person,0.871,10.4,front-right,False
776,person,0.707,9.02,front-right,False
777,person,0.925,3.45,front-right,False
777,person,0.873,10.37,front-right,False
777,person,0.78,9.02,front-right,False
778,person,0.932,3.46,front-right,False
778,person,0.858,10.36,front-right,False
778,person,0.832,9.04,front-right,False
779,person,0.944,3.46,front-right,False
779,person,0.882,10.42,front-right,False
779,person,0.852,9.07,front-right,False
780,person,0.945,3.46,front-right,False
780,person,0.883,10.42,front-right,False
780,person,0.86,9.16,front-right,False
781,person,0.938,3.46,front-right,False
781,person,0.857,10.43,front-right,False
781,person,0.815,9.27,front-right,False
782,person,0.942,3.46,front-right,False
782,person,0.87,10.47,front-right,False
782,person,0.784,9.32,front-right,False
783,person,0.945,3.46,front-right,False
783,person,0.866,10.5,front-right,False
783,person,0.808,9.38,front-right,False
784,person,0.946,3.47,front-right,False
784,person,0.866,10.37,front-right,False
784,person,0.803,9.38,front-right,False
785,person,0.945,3.47,front-right,False
785,person,0.855,10.35,front-right,False
785,person,0.817,9.34,front-right,False
786,person,0.945,3.47,front-right,False
786,person,0.855,10.38,front-right,False
786,person,0.852,9.37,front-right,False
787,person,0.937,3.48,front-right,False
787,person,0.841,10.49,front-right,False
787,person,0.792,9.35,front-right,False
788,person,0.942,3.48,front-right,False
788,person,0.837,10.55,front-right,False
788,person,0.655,9.33,front-right,False
789,person,0.943,3.48,front-right,False
789,person,0.846,10.56,front-right,False
789,person,0.697,9.35,front-right,False
790,person,0.933,3.48,front-right,False
790,person,0.856,10.54,front-right,False
790,person,0.679,9.37,front-right,False
791,person,0.945,3.47,front-right,False
791,person,0.862,10.51,front-right,False
791,person,0.752,9.4,front-right,False
792,person,0.94,3.48,front-right,False
792,person,0.854,10.5,front-right,False
792,person,0.796,9.45,front-right,False
793,person,0.944,3.48,front-right,False
793,person,0.86,10.46,front-right,False
793,person,0.809,9.46,front-right,False
794,person,0.935,3.49,front-right,False
794,person,0.863,10.35,front-right,False
794,person,0.756,9.49,front-right,False
795,person,0.931,3.48,front-right,False
795,person,0.861,10.43,front-right,False
795,person,0.839,9.58,front-right,False
796,person,0.934,3.48,front-right,False
796,person,0.861,10.44,front-right,False
796,person,0.727,9.56,front-right,False
797,person,0.904,3.48,front-right,False
797,person,0.835,10.55,front-right,False
797,person,0.789,9.68,front-right,False
798,person,0.918,3.46,front-right,False
798,person,0.86,10.54,front-right,False
798,person,0.854,9.69,front-right,False
799,person,0.933,3.47,front-right,False
799,person,0.856,10.58,front-right,False
799,person,0.848,9.64,front-right,False
800,person,0.925,3.47,front-right,False
800,person,0.847,9.75,front-right,False
800,person,0.839,10.77,front-right,False
801,person,0.932,3.47,front-right,False
801,person,0.833,10.82,front-right,False
801,person,0.826,9.81,front-right,False
802,person,0.928,3.47,front-right,False
802,person,0.808,10.81,front-right,False
802,person,0.787,9.86,front-right,False
803,person,0.936,3.46,front-right,False
803,person,0.818,9.87,front-right,False
803,person,0.805,10.77,front-right,False
804,person,0.925,3.46,front-right,False
804,person,0.83,10.77,front-right,False
804,person,0.774,9.92,front-right,False
805,person,0.902,3.45,front-right,False
805,person,0.827,10.82,front-right,False
805,person,0.724,10.0,front-right,False
806,person,0.883,3.45,front-right,False
806,person,0.752,10.8,front-right,False
806,person,0.719,9.89,front-right,False
807,person,0.857,3.43,front-right,False
807,person,0.778,10.77,front-right,False
807,person,0.759,9.94,front-right,False
808,person,0.795,3.39,front-right,False
808,person,0.726,10.82,front-right,False
808,person,0.657,9.9,front-right,False
809,person,0.731,10.85,front-right,False
809,person,0.627,3.39,front-right,False
809,person,0.556,10.06,front-right,False
810,person,0.615,11.0,front-right,False
810,person,0.495,3.41,front-right,False
811,person,0.547,3.38,front-right,False
811,person,0.44,11.03,front-right,False
812,person,0.441,3.39,front-right,False
812,person,0.394,11.34,front-right,False
813,person,0.458,11.36,front-right,False
814,person,0.569,11.41,front-right,False
815,person,0.529,11.53,front-right,False
816,person,0.482,11.38,front-right,False
821,person,0.679,11.67,front-right,False
821,person,0.464,3.36,front-right,False
822,person,0.594,11.47,front-right,False
822,person,0.448,3.37,front-right,False
823,person,0.645,11.68,front-right,False
823,person,0.443,3.37,front-right,False
824,person,0.635,3.38,front-right,False
824,person,0.607,11.25,front-right,False
825,person,0.783,3.38,front-right,False
825,person,0.696,11.36,front-right,False
826,person,0.797,3.39,front-right,False
826,person,0.713,11.32,front-right,False
826,person,0.376,9.98,front-right,False
827,person,0.919,3.44,front-right,False
827,person,0.729,10.97,front,False
827,person,0.674,10.11,front-right,False
828,person,0.936,3.46,front-right,False
828,person,0.827,10.3,front-right,False
828,person,0.65,10.4,front,False
829,person,0.934,3.47,front-right,False
829,person,0.868,10.44,front-right,False
829,person,0.61,9.99,front-right,False
829,person,0.403,9.98,front,False
830,person,0.925,3.47,front-right,False
830,person,0.856,10.51,front-right,False
830,person,0.618,9.9,front-right,False
831,person,0.942,3.47,front-right,False
831,person,0.881,10.66,front-right,False
831,person,0.833,9.12,front-right,False
832,person,0.936,3.48,front-right,False
832,person,0.873,8.57,front-right,False
832,person,0.822,10.65,front-right,False
833,person,0.935,3.49,front-right,False
833,person,0.924,6.87,front-right,False
833,person,0.688,10.95,front-right,False
834,person,0.937,3.5,front-right,False
834,person,0.863,6.67,front-right,False
834,person,0.381,19.58,front-right,False
835,person,0.913,3.53,front-right,False
835,person,0.836,6.37,front-right,False
836,person,0.883,5.93,front-right,False
836,person,0.753,4.51,front-right,False
837,person,0.778,3.85,front-right,False
837,person,0.612,5.98,front-right,False
838,person,0.901,3.92,front-right,False
838,person,0.738,5.88,front-right,False
839,person,0.796,3.56,front-right,False
840,person,0.492,3.61,front-right,False
841,person,0.693,3.46,front-right,False
841,person,0.432,3.82,front-right,False
842,person,0.825,3.18,front-right,False
843,person,0.937,3.16,front-right,False
844,person,0.908,3.17,front-right,False
845,person,0.912,3.17,front-right,False
846,person,0.853,3.16,front-right,False
847,person,0.89,3.17,front-right,False
847,person,0.405,4.22,front-right,False
848,person,0.888,3.18,front-right,False
848,person,0.768,3.51,front-right,False
849,person,0.842,3.18,front-right,False
849,person,0.447,3.52,front-right,False
850,person,0.799,3.19,front-right,False
850,person,0.52,3.61,front-right,False
851,person,0.949,3.48,front-right,False
851,person,0.823,3.18,front,False
852,person,0.948,3.48,front-right,False
852,person,0.871,3.17,front,False
853,person,0.946,3.48,front-right,False
853,person,0.644,3.18,front,False
854,person,0.945,3.47,front-right,False
854,person,0.756,3.17,front,False
855,person,0.948,3.47,front-right,False
855,person,0.793,8.69,front-right,False
855,person,0.784,3.19,front-left,False
856,person,0.944,3.47,front-right,False
856,person,0.813,8.7,front-right,False
856,person,0.807,3.18,front-left,False
857,person,0.923,3.49,front-right,False
857,person,0.818,3.2,front-left,False
857,person,0.572,8.68,front-right,False
858,person,0.93,3.46,front-right,False
858,person,0.882,3.19,front-left,False
858,person,0.717,8.67,front-right,False
859,person,0.934,3.46,front-right,False
859,person,0.638,8.74,front-right,False
859,person,0.429,3.2,front-left,False
860,person,0.932,3.46,front-right,False
860,person,0.694,8.67,front-right,False
860,person,0.476,3.17,front-left,False
861,person,0.911,3.45,front-right,False
861,person,0.709,3.21,front-left,False
861,person,0.428,8.71,front-right,False
862,person,0.886,3.45,front-right,False
862,person,0.774,3.19,front-left,False
863,person,0.851,3.41,front-right,False
864,person,0.822,3.38,front-right,False
865,person,0.717,3.37,front-right,False
866,person,0.731,3.39,front-right,False
867,person,0.672,3.38,front-right,False
868,person,0.555,3.37,front-right,False
869,person,0.531,3.37,front-right,False
870,person,0.358,3.35,front-right,False
871,person,0.426,3.35,front-right,False
872,person,0.379,3.35,front-right,False
873,person,0.372,3.37,front-right,False
875,person,0.436,3.36,front-right,False
878,person,0.373,3.61,front-right,False
879,person,0.398,3.38,front-right,False
880,person,0.55,3.35,front-right,False
881,person,0.601,3.36,front-right,False
882,person,0.572,3.36,front-right,False
883,person,0.637,3.37,front-right,False
884,person,0.671,3.39,front-right,False
885,person,0.85,3.44,front-right,False
885,person,0.372,3.38,front-right,False
886,person,0.933,3.45,front-right,False
886,person,0.428,9.77,front-right,False
887,person,0.922,3.49,front-right,False
887,person,0.475,9.5,front-right,False
888,person,0.847,3.52,front-right,False
888,person,0.486,9.27,front-right,False
889,person,0.893,3.51,front-right,False
889,person,0.563,9.16,front-right,False
890,person,0.936,3.49,front-right,False
890,person,0.38,9.05,front-right,False
891,person,0.933,3.49,front-right,False
891,backpack,0.413,5.79,front-right,False
892,person,0.933,3.49,front-right,False
892,backpack,0.439,5.9,front-right,False
893,person,0.94,3.49,front-right,False
893,backpack,0.385,6.13,front-right,False
894,person,0.938,3.49,front-right,False
895,person,0.939,3.48,front-right,False
895,person,0.481,10.09,front-right,False
896,person,0.942,3.48,front-right,False
896,person,0.388,10.19,front-right,False
897,person,0.932,3.48,front-right,False
897,person,0.808,10.3,front-right,False
898,person,0.941,3.48,front-right,False
898,person,0.807,10.21,front-right,False
899,person,0.942,3.48,front-right,False
899,person,0.842,9.99,front-right,False
900,person,0.942,3.49,front-right,False
900,person,0.829,9.95,front-right,False
901,person,0.945,3.48,front-right,False
901,person,0.767,9.69,front-right,False
902,person,0.944,3.48,front-right,False
902,person,0.734,9.65,front-right,False
903,person,0.948,3.48,front-right,False
903,person,0.77,9.47,front-right,False
904,person,0.947,3.48,front-right,False
904,person,0.797,9.6,front-right,False
905,person,0.945,3.49,front-right,False
905,person,0.818,9.62,front-right,False
906,person,0.939,3.49,front-right,False
906,person,0.812,9.63,front-right,False
907,person,0.936,3.49,front-right,False
907,person,0.775,9.72,front-right,False
908,person,0.932,3.49,front-right,False
908,person,0.843,9.64,front-right,False
909,person,0.938,3.5,front-right,False
909,person,0.868,9.71,front-right,False
910,person,0.939,3.5,front-right,False
910,person,0.801,9.85,front-right,False
911,person,0.94,3.48,front-right,False
911,person,0.842,9.79,front-right,False
912,person,0.94,3.47,front-right,False
912,person,0.836,10.03,front-right,False
913,person,0.939,3.49,front-right,False
913,person,0.833,10.19,front-right,False
914,person,0.936,3.49,front-right,False
914,person,0.836,10.28,front-right,False
914,person,0.504,23.99,front-right,False
915,person,0.94,3.49,front-right,False
915,person,0.822,10.23,front-right,False
915,person,0.427,23.44,front-right,False
916,person,0.944,3.49,front-right,False
916,person,0.84,10.3,front-right,False
917,person,0.928,3.49,front-right,False
918,person,0.741,3.68,front-right,False
924,person,0.485,3.18,front,False
924,fire_placeholder,0.05,25.0,front-left,True
925,person,0.485,3.18,front,False
925,fire_placeholder,0.05,25.0,front-left,True
926,person,0.478,3.21,front,False
926,fire_placeholder,0.05,6.67,front-right,True
926,fire_placeholder,0.14,3.48,front-left,True
926,fire_placeholder,0.05,21.88,front-left,True
926,fire_placeholder,0.05,23.33,front-left,True
927,fire_placeholder,0.05,5.51,front-left,True
928,fire_placeholder,0.05,5.51,front-left,True
938,person,0.55,3.16,front-left,False
947,person,0.377,3.19,front-right,False
948,person,0.476,3.18,front-right,False
949,person,0.52,3.17,front-right,False
951,person,0.42,3.17,front-right,False
952,person,0.42,3.17,front-right,False
953,person,0.463,3.18,front-right,False
954,person,0.416,3.17,front-right,False
955,person,0.372,3.18,front-right,False
956,person,0.421,3.17,front-right,False
957,person,0.456,3.17,front-right,False
958,person,0.417,3.19,front-right,False
959,person,0.45,3.18,front-right,False
960,person,0.45,3.18,front-right,False
961,person,0.481,3.17,front-right,False
971,person,0.357,3.18,front-right,False
1081,person,0.393,9.77,front-left,False
1082,person,0.42,6.85,front-left,False
1083,person,0.355,9.6,front-left,False
1083,person,0.351,3.18,front-right,False
1084,person,0.355,9.6,front-left,False
1084,person,0.351,3.18,front-right,False
1085,person,0.541,9.55,front-left,False
1086,person,0.749,9.4,front-left,False
1087,person,0.444,9.21,front-left,False
1088,person,0.511,9.11,front-left,False
1089,person,0.584,8.93,front-left,False
1089,person,0.371,3.18,front-right,False
1090,person,0.458,8.83,front-left,False
1091,person,0.497,8.7,front-left,False
1091,person,0.39,3.16,front-right,False
1093,person,0.362,8.72,front-left,False
1094,person,0.506,8.83,front-left,False
1095,person,0.506,8.83,front-left,False
1096,person,0.424,3.18,front-right,False
1101,person,0.389,3.17,front-right,False
1101,fire_placeholder,0.05,15.22,front-right,True
1102,person,0.389,3.17,front-right,False
1102,fire_placeholder,0.05,15.22,front-right,True
